Offence,Year,Number,Rate,State
15 Offences against justice(g),2014–15,87,35.7,Western Australia
16 Miscellaneous offences,2014–15,55,22.6,Western Australia
02 Acts intended to cause injury,2015–16,1053,430.4,Western Australia
03 Sexual assault and related offences,2015–16,189,77.2,Western Australia
04 Dangerous/negligent acts(e),2015–16,23,9.4,Western Australia
05 Abduction/harassment,2015–16,270,110.4,Western Australia
06 Robbery/extortion,2015–16,137,56,Western Australia
07 Unlawful entry with intent,2015–16,1100,449.6,Western Australia
08 Theft,2015–16,1463,597.9,Western Australia
09 Fraud/deception,2015–16,127,51.9,Western Australia
10 Illicit drug offences,2015–16,824,336.8,Western Australia
11 Weapons/explosives,2015–16,121,49.5,Western Australia
12 Property damage and environmental pollution,2015–16,574,234.6,Western Australia
13 Public order offences,2015–16,465,190,Western Australia
15 Offences against justice(g),2015–16,105,42.9,Western Australia
16 Miscellaneous offences,2015–16,19,7.8,Western Australia
02 Acts intended to cause injury,2016–17,1204,486.4,Western Australia
03 Sexual assault and related offences,2016–17,168,67.9,Western Australia
04 Dangerous/negligent acts(e),2016–17,11,4.4,Western Australia
05 Abduction/harassment,2016–17,254,102.6,Western Australia
06 Robbery/extortion,2016–17,154,62.2,Western Australia
07 Unlawful entry with intent,2016–17,1112,449.2,Western Australia
08 Theft,2016–17,1349,545,Western Australia
09 Fraud/deception,2016–17,123,49.7,Western Australia
10 Illicit drug offences,2016–17,834,336.9,Western Australia
11 Weapons/explosives,2016–17,121,48.9,Western Australia
12 Property damage and environmental pollution,2016–17,567,229.1,Western Australia
13 Public order offences,2016–17,574,231.9,Western Australia
15 Offences against justice(g),2016–17,87,35.1,Western Australia
16 Miscellaneous offences,2016–17,35,14.1,Western Australia
02 Acts intended to cause injury,2017–18,1232,488.1,Western Australia
03 Sexual assault and related offences,2017–18,237,93.9,Western Australia
04 Dangerous/negligent acts(e),2017–18,17,6.7,Western Australia
05 Abduction/harassment,2017–18,125,49.5,Western Australia
06 Robbery/extortion,2017–18,161,63.8,Western Australia
07 Unlawful entry with intent,2017–18,1205,477.4,Western Australia
08 Theft,2017–18,1234,488.9,Western Australia
09 Fraud/deception,2017–18,133,52.7,Western Australia
10 Illicit drug offences,2017–18,827,327.6,Western Australia
11 Weapons/explosives,2017–18,168,66.6,Western Australia
12 Property damage and environmental pollution,2017–18,549,217.5,Western Australia
13 Public order offences,2017–18,501,198.5,Western Australia
15 Offences against justice(g),2017–18,130,51.5,Western Australia
16 Miscellaneous offences,2017–18,46,18.2,Western Australia
02 Acts intended to cause injury,2018–19,1152,446.4,Western Australia
03 Sexual assault and related offences,2018–19,211,81.8,Western Australia
04 Dangerous/negligent acts(e),2018–19,18,7,Western Australia
05 Abduction/harassment,2018–19,109,42.2,Western Australia
06 Robbery/extortion,2018–19,245,94.9,Western Australia
07 Unlawful entry with intent,2018–19,1053,408.1,Western Australia
08 Theft,2018–19,1167,452.2,Western Australia
09 Fraud/deception,2018–19,82,31.8,Western Australia
10 Illicit drug offences,2018–19,689,267,Western Australia
11 Weapons/explosives,2018–19,160,62,Western Australia
12 Property damage and environmental pollution,2018–19,497,192.6,Western Australia
13 Public order offences,2018–19,465,180.2,Western Australia
15 Offences against justice(g),2018–19,122,47.3,Western Australia
16 Miscellaneous offences,2018–19,12,4.7,Western Australia
02 Acts intended to cause injury,2019–20,1198,452,Western Australia
03 Sexual assault and related offences,2019–20,227,85.6,Western Australia
04 Dangerous/negligent acts(e),2019–20,23,8.7,Western Australia
05 Abduction/harassment,2019–20,115,43.4,Western Australia
06 Robbery/extortion,2019–20,284,107.2,Western Australia
07 Unlawful entry with intent,2019–20,947,357.3,Western Australia
08 Theft,2019–20,988,372.8,Western Australia
09 Fraud/deception,2019–20,87,32.8,Western Australia
10 Illicit drug offences,2019–20,689,260,Western Australia
11 Weapons/explosives,2019–20,142,53.6,Western Australia
12 Property damage and environmental pollution,2019–20,469,177,Western Australia
13 Public order offences,2019–20,474,178.8,Western Australia
15 Offences against justice(g),2019–20,104,39.2,Western Australia
16 Miscellaneous offences,2019–20,49,18.5,Western Australia
02 Acts intended to cause injury,2020–21,1241,455,Western Australia
03 Sexual assault and related offences,2020–21,222,81.4,Western Australia
04 Dangerous/negligent acts(e),2020–21,39,14.3,Western Australia
05 Abduction/harassment,2020–21,129,47.3,Western Australia
06 Robbery/extortion,2020–21,191,70,Western Australia
07 Unlawful entry with intent,2020–21,881,323,Western Australia
08 Theft,2020–21,994,364.5,Western Australia
09 Fraud/deception,2020–21,79,29,Western Australia
10 Illicit drug offences,2020–21,645,236.5,Western Australia
11 Weapons/explosives,2020–21,144,52.8,Western Australia
12 Property damage and environmental pollution,2020–21,501,183.7,Western Australia
13 Public order offences,2020–21,462,169.4,Western Australia
15 Offences against justice(g),2020–21,98,35.9,Western Australia
16 Miscellaneous offences,2020–21,55,20.2,Western Australia
02 Acts intended to cause injury,2021–22,1263,451.8,Western Australia
03 Sexual assault and related offences,2021–22,261,93.4,Western Australia
04 Dangerous/negligent acts(e),2021–22,42,15,Western Australia
05 Abduction/harassment,2021–22,154,55.1,Western Australia
06 Robbery/extortion,2021–22,298,106.6,Western Australia
07 Unlawful entry with intent,2021–22,975,348.8,Western Australia
08 Theft,2021–22,1096,392.1,Western Australia
09 Fraud/deception,2021–22,93,33.3,Western Australia
10 Illicit drug offences,2021–22,583,208.5,Western Australia
11 Weapons/explosives,2021–22,149,53.3,Western Australia
12 Property damage and environmental pollution,2021–22,492,176,Western Australia
13 Public order offences,2021–22,453,162,Western Australia
15 Offences against justice(g),2021–22,107,38.3,Western Australia
16 Miscellaneous offences,2021–22,62,22.2,Western Australia
02 Acts intended to cause injury,2022–23,1551,540.4,Western Australia
03 Sexual assault and related offences,2022–23,235,81.9,Western Australia
04 Dangerous/negligent acts(e),2022–23,39,13.6,Western Australia
05 Abduction/harassment,2022–23,185,64.5,Western Australia
06 Robbery/extortion,2022–23,359,125.1,Western Australia
07 Unlawful entry with intent,2022–23,1004,349.8,Western Australia
08 Theft,2022–23,1088,379.1,Western Australia
09 Fraud/deception,2022–23,71,24.7,Western Australia
10 Illicit drug offences,2022–23,471,164.1,Western Australia
11 Weapons/explosives,2022–23,159,55.4,Western Australia
12 Property damage and environmental pollution,2022–23,498,173.5,Western Australia
13 Public order offences,2022–23,452,157.5,Western Australia
15 Offences against justice(g),2022–23,112,39,Western Australia
16 Miscellaneous offences,2022–23,46,16,Western Australia
02 Acts intended to cause injury,2023–24,1567,531.1,Western Australia
03 Sexual assault and related offences,2023–24,224,75.9,Western Australia
04 Dangerous/negligent acts(e),2023–24,38,12.9,Western Australia
05 Abduction/harassment,2023–24,201,68.1,Western Australia
06 Robbery/extortion,2023–24,327,110.8,Western Australia
07 Unlawful entry with intent,2023–24,911,308.8,Western Australia
08 Theft,2023–24,998,338.2,Western Australia
09 Fraud/deception,2023–24,110,37.3,Western Australia
10 Illicit drug offences,2023–24,402,136.2,Western Australia
11 Weapons/explosives,2023–24,188,63.7,Western Australia
12 Property damage and environmental pollution,2023–24,448,151.8,Western Australia
13 Public order offences,2023–24,369,125.1,Western Australia
15 Offences against justice(g),2023–24,108,36.6,Western Australia
16 Miscellaneous offences,2023–24,56,19,Western Australia
02 Acts intended to cause injury,2024–25,1445,481.3,Western Australia
03 Sexual assault and related offences,2024–25,285,94.9,Western Australia
04 Dangerous/negligent acts(e),2024–25,55,18.3,Western Australia
05 Abduction/harassment,2024–25,208,69.3,Western Australia
06 Robbery/extortion,2024–25,377,125.6,Western Australia
07 Unlawful entry with intent,2024–25,851,283.4,Western Australia
08 Theft,2024–25,1089,362.7,Western Australia
09 Fraud/deception,2024–25,70,23.3,Western Australia
10 Illicit drug offences,2024–25,300,99.9,Western Australia
11 Weapons/explosives,2024–25,192,63.9,Western Australia
12 Property damage and environmental pollution,2024–25,377,125.6,Western Australia
13 Public order offences,2024–25,427,142.2,Western Australia
15 Offences against justice(g),2024–25,107,35.6,Western Australia
16 Miscellaneous offences,2024–25,61,20.3,Western Australia
02 Acts intended to cause injury,2008–09,424,783,Tasmania
03 Sexual assault and related offences,2008–09,14,25.9,Tasmania
04 Dangerous/negligent acts(e),2008–09,3,5.5,Tasmania
05 Abduction/harassment,2008–09,8,14.8,Tasmania
06 Robbery/extortion,2008–09,31,57.2,Tasmania
07 Unlawful entry with intent,2008–09,205,378.6,Tasmania
08 Theft,2008–09,504,930.7,Tasmania
09 Fraud/deception,2008–09,32,59.1,Tasmania
10 Illicit drug offences,2008–09,197,363.8,Tasmania
11 Weapons/explosives,2008–09,41,75.7,Tasmania
12 Property damage and environmental pollution,2008–09,275,507.8,Tasmania
13 Public order offences,2008–09,698,1288.9,Tasmania
15 Offences against justice(g),2008–09,82,151.4,Tasmania
16 Miscellaneous offences,2008–09,92,169.9,Tasmania
02 Acts intended to cause injury,2009–10,405,750.7,Tasmania
03 Sexual assault and related offences,2009–10,12,22.2,Tasmania
04 Dangerous/negligent acts(e),2009–10,0,0,Tasmania
05 Abduction/harassment,2009–10,0,0,Tasmania
06 Robbery/extortion,2009–10,38,70.4,Tasmania
07 Unlawful entry with intent,2009–10,201,372.6,Tasmania
08 Theft,2009–10,579,1073.2,Tasmania
09 Fraud/deception,2009–10,29,53.8,Tasmania
10 Illicit drug offences,2009–10,225,417.1,Tasmania
11 Weapons/explosives,2009–10,44,81.6,Tasmania
12 Property damage and environmental pollution,2009–10,218,404.1,Tasmania
13 Public order offences,2009–10,649,1203,Tasmania
15 Offences against justice(g),2009–10,91,168.7,Tasmania
16 Miscellaneous offences,2009–10,63,116.8,Tasmania
02 Acts intended to cause injury,2010–11,398,740.8,Tasmania
03 Sexual assault and related offences,2010–11,18,33.5,Tasmania
04 Dangerous/negligent acts(e),2010–11,0,0,Tasmania
05 Abduction/harassment,2010–11,3,5.6,Tasmania
06 Robbery/extortion,2010–11,31,57.7,Tasmania
07 Unlawful entry with intent,2010–11,137,255,Tasmania
08 Theft,2010–11,498,927,Tasmania
09 Fraud/deception,2010–11,27,50.3,Tasmania
10 Illicit drug offences,2010–11,185,344.4,Tasmania
11 Weapons/explosives,2010–11,40,74.5,Tasmania
12 Property damage and environmental pollution,2010–11,215,400.2,Tasmania
13 Public order offences,2010–11,623,1159.7,Tasmania
15 Offences against justice(g),2010–11,62,115.4,Tasmania
16 Miscellaneous offences,2010–11,49,91.2,Tasmania
02 Acts intended to cause injury,2011–12,331,623,Tasmania
03 Sexual assault and related offences,2011–12,15,28.2,Tasmania
04 Dangerous/negligent acts(e),2011–12,0,0,Tasmania
05 Abduction/harassment,2011–12,3,5.6,Tasmania
06 Robbery/extortion,2011–12,33,62.1,Tasmania
07 Unlawful entry with intent,2011–12,145,272.9,Tasmania
08 Theft,2011–12,385,724.7,Tasmania
09 Fraud/deception,2011–12,25,47.1,Tasmania
10 Illicit drug offences,2011–12,161,303,Tasmania
11 Weapons/explosives,2011–12,59,111.1,Tasmania
12 Property damage and environmental pollution,2011–12,200,376.4,Tasmania
13 Public order offences,2011–12,616,1159.5,Tasmania
15 Offences against justice(g),2011–12,99,186.3,Tasmania
16 Miscellaneous offences,2011–12,59,111.1,Tasmania
02 Acts intended to cause injury,2012–13,229,440.5,Tasmania
03 Sexual assault and related offences,2012–13,19,36.5,Tasmania
04 Dangerous/negligent acts(e),2012–13,0,0,Tasmania
05 Abduction/harassment,2012–13,3,5.8,Tasmania
06 Robbery/extortion,2012–13,36,69.2,Tasmania
07 Unlawful entry with intent,2012–13,109,209.7,Tasmania
08 Theft,2012–13,361,694.4,Tasmania
09 Fraud/deception,2012–13,21,40.4,Tasmania
10 Illicit drug offences,2012–13,132,253.9,Tasmania
11 Weapons/explosives,2012–13,52,100,Tasmania
12 Property damage and environmental pollution,2012–13,157,302,Tasmania
13 Public order offences,2012–13,380,730.9,Tasmania
15 Offences against justice(g),2012–13,50,96.2,Tasmania
16 Miscellaneous offences,2012–13,30,57.7,Tasmania
02 Acts intended to cause injury,2013–14,231,454.4,Tasmania
03 Sexual assault and related offences,2013–14,17,33.4,Tasmania
04 Dangerous/negligent acts(e),2013–14,0,0,Tasmania
05 Abduction/harassment,2013–14,4,7.9,Tasmania
06 Robbery/extortion,2013–14,11,21.6,Tasmania
07 Unlawful entry with intent,2013–14,100,196.7,Tasmania
08 Theft,2013–14,297,584.2,Tasmania
09 Fraud/deception,2013–14,11,21.6,Tasmania
10 Illicit drug offences,2013–14,138,271.4,Tasmania
11 Weapons/explosives,2013–14,40,78.7,Tasmania
12 Property damage and environmental pollution,2013–14,134,263.6,Tasmania
13 Public order offences,2013–14,297,584.2,Tasmania
15 Offences against justice(g),2013–14,20,39.3,Tasmania
16 Miscellaneous offences,2013–14,36,70.8,Tasmania
02 Acts intended to cause injury,2014–15,187,372.4,Tasmania
03 Sexual assault and related offences,2014–15,8,15.9,Tasmania
04 Dangerous/negligent acts(e),2014–15,0,0,Tasmania
05 Abduction/harassment,2014–15,0,0,Tasmania
06 Robbery/extortion,2014–15,16,31.9,Tasmania
07 Unlawful entry with intent,2014–15,106,211.1,Tasmania
08 Theft,2014–15,245,487.9,Tasmania
09 Fraud/deception,2014–15,14,27.9,Tasmania
10 Illicit drug offences,2014–15,131,260.9,Tasmania
11 Weapons/explosives,2014–15,38,75.7,Tasmania
12 Property damage and environmental pollution,2014–15,102,203.1,Tasmania
13 Public order offences,2014–15,238,474,Tasmania
15 Offences against justice(g),2014–15,26,51.8,Tasmania
16 Miscellaneous offences,2014–15,53,105.5,Tasmania
02 Acts intended to cause injury,2015–16,192,384.5,Tasmania
03 Sexual assault and related offences,2015–16,7,14,Tasmania
04 Dangerous/negligent acts(e),2015–16,0,0,Tasmania
05 Abduction/harassment,2015–16,3,6,Tasmania
06 Robbery/extortion,2015–16,16,32,Tasmania
07 Unlawful entry with intent,2015–16,77,154.2,Tasmania
08 Theft,2015–16,206,412.6,Tasmania
09 Fraud/deception,2015–16,13,26,Tasmania
10 Illicit drug offences,2015–16,147,294.4,Tasmania
11 Weapons/explosives,2015–16,44,88.1,Tasmania
12 Property damage and environmental pollution,2015–16,100,200.3,Tasmania
13 Public order offences,2015–16,240,480.7,Tasmania
15 Offences against justice(g),2015–16,28,56.1,Tasmania
16 Miscellaneous offences,2015–16,35,70.1,Tasmania
02 Acts intended to cause injury,2016–17,214,426.6,Tasmania
03 Sexual assault and related offences,2016–17,17,33.9,Tasmania
04 Dangerous/negligent acts(e),2016–17,0,0,Tasmania
05 Abduction/harassment,2016–17,5,10,Tasmania
06 Robbery/extortion,2016–17,16,31.9,Tasmania
07 Unlawful entry with intent,2016–17,63,125.6,Tasmania
08 Theft,2016–17,189,376.8,Tasmania
09 Fraud/deception,2016–17,9,17.9,Tasmania
10 Illicit drug offences,2016–17,144,287.1,Tasmania
11 Weapons/explosives,2016–17,28,55.8,Tasmania
12 Property damage and environmental pollution,2016–17,99,197.4,Tasmania
13 Public order offences,2016–17,183,364.8,Tasmania
15 Offences against justice(g),2016–17,29,57.8,Tasmania
16 Miscellaneous offences,2016–17,23,45.9,Tasmania
02 Acts intended to cause injury,2017–18,217,429.5,Tasmania
03 Sexual assault and related offences,2017–18,12,23.7,Tasmania
04 Dangerous/negligent acts(e),2017–18,0,0,Tasmania
05 Abduction/harassment,2017–18,0,0,Tasmania
06 Robbery/extortion,2017–18,19,37.6,Tasmania
07 Unlawful entry with intent,2017–18,95,188,Tasmania
08 Theft,2017–18,176,348.3,Tasmania
09 Fraud/deception,2017–18,12,23.7,Tasmania
10 Illicit drug offences,2017–18,147,290.9,Tasmania
11 Weapons/explosives,2017–18,37,73.2,Tasmania
12 Property damage and environmental pollution,2017–18,88,174.2,Tasmania
13 Public order offences,2017–18,173,342.4,Tasmania
15 Offences against justice(g),2017–18,24,47.5,Tasmania
16 Miscellaneous offences,2017–18,35,69.3,Tasmania
02 Acts intended to cause injury,2018–19,212,413.8,Tasmania
03 Sexual assault and related offences,2018–19,4,7.8,Tasmania
04 Dangerous/negligent acts(e),2018–19,0,0,Tasmania
05 Abduction/harassment,2018–19,0,0,Tasmania
06 Robbery/extortion,2018–19,15,29.3,Tasmania
07 Unlawful entry with intent,2018–19,84,164,Tasmania
08 Theft,2018–19,156,304.5,Tasmania
09 Fraud/deception,2018–19,8,15.6,Tasmania
10 Illicit drug offences,2018–19,104,203,Tasmania
11 Weapons/explosives,2018–19,50,97.6,Tasmania
12 Property damage and environmental pollution,2018–19,116,226.4,Tasmania
13 Public order offences,2018–19,125,244,Tasmania
15 Offences against justice(g),2018–19,26,50.8,Tasmania
16 Miscellaneous offences,2018–19,17,33.2,Tasmania
02 Acts intended to cause injury,2019–20,185,355.4,Tasmania
03 Sexual assault and related offences,2019–20,7,13.4,Tasmania
04 Dangerous/negligent acts(e),2019–20,0,0,Tasmania
05 Abduction/harassment,2019–20,0,0,Tasmania
06 Robbery/extortion,2019–20,16,30.7,Tasmania
07 Unlawful entry with intent,2019–20,56,107.6,Tasmania
08 Theft,2019–20,123,236.3,Tasmania
09 Fraud/deception,2019–20,10,19.2,Tasmania
10 Illicit drug offences,2019–20,108,207.5,Tasmania
11 Weapons/explosives,2019–20,67,128.7,Tasmania
12 Property damage and environmental pollution,2019–20,103,197.9,Tasmania
13 Public order offences,2019–20,118,226.7,Tasmania
15 Offences against justice(g),2019–20,23,44.2,Tasmania
16 Miscellaneous offences,2019–20,27,51.9,Tasmania
02 Acts intended to cause injury,2020–21,206,390,Tasmania
03 Sexual assault and related offences,2020–21,15,28.4,Tasmania
04 Dangerous/negligent acts(e),2020–21,0,0,Tasmania
05 Abduction/harassment,2020–21,6,11.4,Tasmania
06 Robbery/extortion,2020–21,18,34.1,Tasmania
07 Unlawful entry with intent,2020–21,40,75.7,Tasmania
08 Theft,2020–21,148,280.2,Tasmania
09 Fraud/deception,2020–21,17,32.2,Tasmania
10 Illicit drug offences,2020–21,91,172.3,Tasmania
11 Weapons/explosives,2020–21,53,100.3,Tasmania
12 Property damage and environmental pollution,2020–21,93,176.1,Tasmania
13 Public order offences,2020–21,104,196.9,Tasmania
15 Offences against justice(g),2020–21,35,66.3,Tasmania
16 Miscellaneous offences,2020–21,20,37.9,Tasmania
02 Acts intended to cause injury,2021–22,260,485.9,Tasmania
03 Sexual assault and related offences,2021–22,12,22.4,Tasmania
04 Dangerous/negligent acts(e),2021–22,0,0,Tasmania
05 Abduction/harassment,2021–22,3,5.6,Tasmania
06 Robbery/extortion,2021–22,22,41.1,Tasmania
07 Unlawful entry with intent,2021–22,46,86,Tasmania
08 Theft,2021–22,181,338.2,Tasmania
09 Fraud/deception,2021–22,15,28,Tasmania
10 Illicit drug offences,2021–22,96,179.4,Tasmania
11 Weapons/explosives,2021–22,57,106.5,Tasmania
12 Property damage and environmental pollution,2021–22,112,209.3,Tasmania
13 Public order offences,2021–22,60,112.1,Tasmania
15 Offences against justice(g),2021–22,15,28,Tasmania
16 Miscellaneous offences,2021–22,8,15,Tasmania
02 Acts intended to cause injury,2022–23,295,547,Tasmania
03 Sexual assault and related offences,2022–23,7,13,Tasmania
04 Dangerous/negligent acts(e),2022–23,0,0,Tasmania
05 Abduction/harassment,2022–23,4,7.4,Tasmania
06 Robbery/extortion,2022–23,35,64.9,Tasmania
07 Unlawful entry with intent,2022–23,58,107.5,Tasmania
08 Theft,2022–23,237,439.5,Tasmania
09 Fraud/deception,2022–23,10,18.5,Tasmania
10 Illicit drug offences,2022–23,81,150.2,Tasmania
11 Weapons/explosives,2022–23,59,109.4,Tasmania
12 Property damage and environmental pollution,2022–23,121,224.4,Tasmania
13 Public order offences,2022–23,90,166.9,Tasmania
15 Offences against justice(g),2022–23,18,33.4,Tasmania
16 Miscellaneous offences,2022–23,10,18.5,Tasmania
02 Acts intended to cause injury,2023–24,317,586.3,Tasmania
03 Sexual assault and related offences,2023–24,11,20.3,Tasmania
04 Dangerous/negligent acts(e),2023–24,0,0,Tasmania
05 Abduction/harassment,2023–24,0,0,Tasmania
06 Robbery/extortion,2023–24,41,75.8,Tasmania
07 Unlawful entry with intent,2023–24,37,68.4,Tasmania
08 Theft,2023–24,257,475.3,Tasmania
09 Fraud/deception,2023–24,16,29.6,Tasmania
10 Illicit drug offences,2023–24,63,116.5,Tasmania
11 Weapons/explosives,2023–24,50,92.5,Tasmania
12 Property damage and environmental pollution,2023–24,128,236.7,Tasmania
13 Public order offences,2023–24,67,123.9,Tasmania
15 Offences against justice(g),2023–24,19,35.1,Tasmania
16 Miscellaneous offences,2023–24,0,0,Tasmania
02 Acts intended to cause injury,2024–25,295,545.9,Tasmania
03 Sexual assault and related offences,2024–25,11,20.4,Tasmania
04 Dangerous/negligent acts(e),2024–25,0,0,Tasmania
05 Abduction/harassment,2024–25,7,13,Tasmania
06 Robbery/extortion,2024–25,66,122.1,Tasmania
07 Unlawful entry with intent,2024–25,47,87,Tasmania
08 Theft,2024–25,253,468.1,Tasmania
09 Fraud/deception,2024–25,4,7.4,Tasmania
10 Illicit drug offences,2024–25,52,96.2,Tasmania
11 Weapons/explosives,2024–25,58,107.3,Tasmania
12 Property damage and environmental pollution,2024–25,135,249.8,Tasmania
13 Public order offences,2024–25,88,162.8,Tasmania
15 Offences against justice(g),2024–25,17,31.5,Tasmania
16 Miscellaneous offences,2024–25,7,13,Tasmania
02 Acts intended to cause injury,2008–09,277,1053.3,Northern Territory
03 Sexual assault and related offences,2008–09,34,129.3,Northern Territory
04 Dangerous/negligent acts(e),2008–09,11,41.8,Northern Territory
05 Abduction/harassment,2008–09,4,15.2,Northern Territory
06 Robbery/extortion,2008–09,28,106.5,Northern Territory
07 Unlawful entry with intent,2008–09,392,1490.6,Northern Territory
08 Theft,2008–09,242,920.2,Northern Territory
09 Fraud/deception,2008–09,3,11.4,Northern Territory
10 Illicit drug offences,2008–09,17,64.6,Northern Territory
11 Weapons/explosives,2008–09,14,53.2,Northern Territory
12 Property damage and environmental pollution,2008–09,62,235.8,Northern Territory
13 Public order offences,2008–09,218,828.9,Northern Territory
15 Offences against justice(g),2008–09,26,98.9,Northern Territory
16 Miscellaneous offences,2008–09,0,0,Northern Territory
02 Acts intended to cause injury,2009–10,244,927.8,Northern Territory
03 Sexual assault and related offences,2009–10,31,117.9,Northern Territory
04 Dangerous/negligent acts(e),2009–10,12,45.6,Northern Territory
05 Abduction/harassment,2009–10,11,41.8,Northern Territory
06 Robbery/extortion,2009–10,34,129.3,Northern Territory
07 Unlawful entry with intent,2009–10,399,1517.1,Northern Territory
08 Theft,2009–10,307,1167.3,Northern Territory
09 Fraud/deception,2009–10,12,45.6,Northern Territory
10 Illicit drug offences,2009–10,20,76,Northern Territory
11 Weapons/explosives,2009–10,30,114.1,Northern Territory
12 Property damage and environmental pollution,2009–10,70,266.2,Northern Territory
13 Public order offences,2009–10,218,828.9,Northern Territory
15 Offences against justice(g),2009–10,29,110.3,Northern Territory
16 Miscellaneous offences,2009–10,0,0,Northern Territory
02 Acts intended to cause injury,2010–11,166,633,Northern Territory
03 Sexual assault and related offences,2010–11,22,83.9,Northern Territory
04 Dangerous/negligent acts(e),2010–11,8,30.5,Northern Territory
05 Abduction/harassment,2010–11,10,38.1,Northern Territory
06 Robbery/extortion,2010–11,23,87.7,Northern Territory
07 Unlawful entry with intent,2010–11,270,1029.6,Northern Territory
08 Theft,2010–11,242,922.8,Northern Territory
09 Fraud/deception,2010–11,3,11.4,Northern Territory
10 Illicit drug offences,2010–11,22,83.9,Northern Territory
11 Weapons/explosives,2010–11,31,118.2,Northern Territory
12 Property damage and environmental pollution,2010–11,38,144.9,Northern Territory
13 Public order offences,2010–11,172,655.9,Northern Territory
15 Offences against justice(g),2010–11,29,110.6,Northern Territory
16 Miscellaneous offences,2010–11,3,11.4,Northern Territory
02 Acts intended to cause injury,2011–12,180,688.9,Northern Territory
03 Sexual assault and related offences,2011–12,10,38.3,Northern Territory
04 Dangerous/negligent acts(e),2011–12,0,0,Northern Territory
05 Abduction/harassment,2011–12,4,15.3,Northern Territory
06 Robbery/extortion,2011–12,18,68.9,Northern Territory
07 Unlawful entry with intent,2011–12,282,1079.3,Northern Territory
08 Theft,2011–12,177,677.4,Northern Territory
09 Fraud/deception,2011–12,4,15.3,Northern Territory
10 Illicit drug offences,2011–12,30,114.8,Northern Territory
11 Weapons/explosives,2011–12,26,99.5,Northern Territory
12 Property damage and environmental pollution,2011–12,45,172.2,Northern Territory
13 Public order offences,2011–12,144,551.1,Northern Territory
15 Offences against justice(g),2011–12,29,111,Northern Territory
16 Miscellaneous offences,2011–12,0,0,Northern Territory
02 Acts intended to cause injury,2012–13,248,951.7,Northern Territory
03 Sexual assault and related offences,2012–13,23,88.3,Northern Territory
04 Dangerous/negligent acts(e),2012–13,5,19.2,Northern Territory
05 Abduction/harassment,2012–13,3,11.5,Northern Territory
06 Robbery/extortion,2012–13,11,42.2,Northern Territory
07 Unlawful entry with intent,2012–13,289,1109,Northern Territory
08 Theft,2012–13,120,460.5,Northern Territory
09 Fraud/deception,2012–13,4,15.3,Northern Territory
10 Illicit drug offences,2012–13,15,57.6,Northern Territory
11 Weapons/explosives,2012–13,30,115.1,Northern Territory
12 Property damage and environmental pollution,2012–13,58,222.6,Northern Territory
13 Public order offences,2012–13,99,379.9,Northern Territory
15 Offences against justice(g),2012–13,22,84.4,Northern Territory
16 Miscellaneous offences,2012–13,0,0,Northern Territory
02 Acts intended to cause injury,2013–14,186,725.9,Northern Territory
03 Sexual assault and related offences,2013–14,20,78,Northern Territory
04 Dangerous/negligent acts(e),2013–14,12,46.8,Northern Territory
05 Abduction/harassment,2013–14,9,35.1,Northern Territory
06 Robbery/extortion,2013–14,34,132.7,Northern Territory
07 Unlawful entry with intent,2013–14,248,967.8,Northern Territory
08 Theft,2013–14,75,292.7,Northern Territory
09 Fraud/deception,2013–14,4,15.6,Northern Territory
10 Illicit drug offences,2013–14,12,46.8,Northern Territory
11 Weapons/explosives,2013–14,30,117.1,Northern Territory
12 Property damage and environmental pollution,2013–14,35,136.6,Northern Territory
13 Public order offences,2013–14,73,284.9,Northern Territory
15 Offences against justice(g),2013–14,13,50.7,Northern Territory
16 Miscellaneous offences,2013–14,0,0,Northern Territory
02 Acts intended to cause injury,2014–15,193,764.8,Northern Territory
03 Sexual assault and related offences,2014–15,29,114.9,Northern Territory
04 Dangerous/negligent acts(e),2014–15,8,31.7,Northern Territory
05 Abduction/harassment,2014–15,8,31.7,Northern Territory
06 Robbery/extortion,2014–15,16,63.4,Northern Territory
07 Unlawful entry with intent,2014–15,288,1141.2,Northern Territory
08 Theft,2014–15,74,293.2,Northern Territory
09 Fraud/deception,2014–15,4,15.8,Northern Territory
10 Illicit drug offences,2014–15,17,67.4,Northern Territory
11 Weapons/explosives,2014–15,21,83.2,Northern Territory
12 Property damage and environmental pollution,2014–15,35,138.7,Northern Territory
13 Public order offences,2014–15,50,198.1,Northern Territory
15 Offences against justice(g),2014–15,13,51.5,Northern Territory
16 Miscellaneous offences,2014–15,0,0,Northern Territory
02 Acts intended to cause injury,2015–16,242,962.1,Northern Territory
03 Sexual assault and related offences,2015–16,19,75.5,Northern Territory
04 Dangerous/negligent acts(e),2015–16,19,75.5,Northern Territory
05 Abduction/harassment,2015–16,13,51.7,Northern Territory
06 Robbery/extortion,2015–16,24,95.4,Northern Territory
07 Unlawful entry with intent,2015–16,303,1204.6,Northern Territory
08 Theft,2015–16,96,381.6,Northern Territory
09 Fraud/deception,2015–16,4,15.9,Northern Territory
10 Illicit drug offences,2015–16,10,39.8,Northern Territory
11 Weapons/explosives,2015–16,29,115.3,Northern Territory
12 Property damage and environmental pollution,2015–16,39,155,Northern Territory
13 Public order offences,2015–16,56,222.6,Northern Territory
15 Offences against justice(g),2015–16,15,59.6,Northern Territory
16 Miscellaneous offences,2015–16,0,0,Northern Territory
