Offence,Year,Number,Rate,State,Sex
Public order offences,2020,2236.0,62.2,New South Wales,Female
Offences against justice,2020,1151.0,32.0,New South Wales,Female
Miscellaneous offences,2020,876.0,24.4,New South Wales,Female
Homicide and related offences,2021,29.0,0.8,New South Wales,Female
Acts intended to cause injury,2021,8830.0,245.5,New South Wales,Female
Sexual assault and related offences,2021,168.0,4.7,New South Wales,Female
Dangerous/negligent acts,2021,30.0,0.8,New South Wales,Female
Abduction/harassment,2021,227.0,6.3,New South Wales,Female
Robbery/extortion,2021,96.0,2.7,New South Wales,Female
Unlawful entry with intent,2021,340.0,9.5,New South Wales,Female
Theft,2021,2764.0,76.9,New South Wales,Female
Fare evasion,2021,3516.0,97.8,New South Wales,Female
Fraud/deception,2021,963.0,26.8,New South Wales,Female
Illicit drug offences,2021,2369.0,65.9,New South Wales,Female
Weapons/explosives,2021,288.0,8.0,New South Wales,Female
Property damage and environmental pollution,2021,950.0,26.4,New South Wales,Female
Public order offences,2021,1968.0,54.7,New South Wales,Female
Offences against justice,2021,1103.0,30.7,New South Wales,Female
Miscellaneous offences,2021,9226.0,256.5,New South Wales,Female
Homicide and related offences,2022,31.0,0.8,New South Wales,Female
Acts intended to cause injury,2022,9997.0,272.5,New South Wales,Female
Sexual assault and related offences,2022,173.0,4.7,New South Wales,Female
Dangerous/negligent acts,2022,31.0,0.8,New South Wales,Female
Abduction/harassment,2022,278.0,7.6,New South Wales,Female
Robbery/extortion,2022,116.0,3.2,New South Wales,Female
Unlawful entry with intent,2022,337.0,9.2,New South Wales,Female
Theft,2022,3867.0,105.4,New South Wales,Female
Fare evasion,2022,4978.0,135.7,New South Wales,Female
Fraud/deception,2022,984.0,26.8,New South Wales,Female
Illicit drug offences,2022,2518.0,68.6,New South Wales,Female
Weapons/explosives,2022,255.0,7.0,New South Wales,Female
Property damage and environmental pollution,2022,915.0,24.9,New South Wales,Female
Public order offences,2022,2379.0,64.8,New South Wales,Female
Offences against justice,2022,1326.0,36.1,New South Wales,Female
Miscellaneous offences,2022,517.0,14.1,New South Wales,Female
Homicide and related offences,2023,36.0,1.0,New South Wales,Female
Acts intended to cause injury,2023,10207.0,271.4,New South Wales,Female
Sexual assault and related offences,2023,179.0,4.8,New South Wales,Female
Dangerous/negligent acts,2023,18.0,0.5,New South Wales,Female
Abduction/harassment,2023,221.0,5.9,New South Wales,Female
Robbery/extortion,2023,108.0,2.9,New South Wales,Female
Unlawful entry with intent,2023,337.0,9.0,New South Wales,Female
Theft,2023,3193.0,84.9,New South Wales,Female
Fare evasion,2023,5426.0,144.3,New South Wales,Female
Fraud/deception,2023,886.0,23.6,New South Wales,Female
Illicit drug offences,2023,2213.0,58.8,New South Wales,Female
Weapons/explosives,2023,527.0,14.0,New South Wales,Female
Property damage and environmental pollution,2023,881.0,23.4,New South Wales,Female
Public order offences,2023,2173.0,57.8,New South Wales,Female
Offences against justice,2023,1293.0,34.4,New South Wales,Female
Miscellaneous offences,2023,468.0,12.4,New South Wales,Female
Homicide and related offences,2024,37.0,1.0,New South Wales,Female
Acts intended to cause injury,2024,10492.0,274.6,New South Wales,Female
Sexual assault and related offences,2024,136.0,3.6,New South Wales,Female
Dangerous/negligent acts,2024,28.0,0.7,New South Wales,Female
Abduction/harassment,2024,261.0,6.8,New South Wales,Female
Robbery/extortion,2024,107.0,2.8,New South Wales,Female
Unlawful entry with intent,2024,270.0,7.1,New South Wales,Female
Theft,2024,2739.0,71.7,New South Wales,Female
Fare evasion,2024,4643.0,121.5,New South Wales,Female
Fraud/deception,2024,637.0,16.7,New South Wales,Female
Illicit drug offences,2024,1845.0,48.3,New South Wales,Female
Weapons/explosives,2024,600.0,15.7,New South Wales,Female
Property damage and environmental pollution,2024,843.0,22.1,New South Wales,Female
Public order offences,2024,1888.0,49.4,New South Wales,Female
Offences against justice,2024,1250.0,32.7,New South Wales,Female
Miscellaneous offences,2024,372.0,9.7,New South Wales,Female
Homicide and related offences,2008,283.0,4.6,New South Wales,Unknown
Acts intended to cause injury,2008,28535.0,467.5,New South Wales,Unknown
Sexual assault and related offences,2008,1427.0,23.4,New South Wales,Unknown
Dangerous/negligent acts,2008,130.0,2.1,New South Wales,Unknown
Abduction/harassment,2008,845.0,13.8,New South Wales,Unknown
Robbery/extortion,2008,1348.0,22.1,New South Wales,Unknown
Unlawful entry with intent,2008,3168.0,51.9,New South Wales,Unknown
Theft,2008,18678.0,306.0,New South Wales,Unknown
Fraud/deception,2008,3057.0,50.1,New South Wales,Unknown
Illicit drug offences,2008,12205.0,200.0,New South Wales,Unknown
Weapons/explosives,2008,1135.0,18.6,New South Wales,Unknown
Property damage and environmental pollution,2008,7118.0,116.6,New South Wales,Unknown
Public order offences,2008,16372.0,268.2,New South Wales,Unknown
Offences against justice,2008,8239.0,135.0,New South Wales,Unknown
Miscellaneous offences,2008,5175.0,84.8,New South Wales,Unknown
Homicide and related offences,2009,337.0,5.4,New South Wales,Unknown
Acts intended to cause injury,2009,28346.0,457.8,New South Wales,Unknown
Sexual assault and related offences,2009,1478.0,23.9,New South Wales,Unknown
Dangerous/negligent acts,2009,179.0,2.9,New South Wales,Unknown
Abduction/harassment,2009,933.0,15.1,New South Wales,Unknown
Robbery/extortion,2009,1393.0,22.5,New South Wales,Unknown
Unlawful entry with intent,2009,3131.0,50.6,New South Wales,Unknown
Theft,2009,20944.0,338.3,New South Wales,Unknown
Fraud/deception,2009,2806.0,45.3,New South Wales,Unknown
Illicit drug offences,2009,13180.0,212.9,New South Wales,Unknown
Weapons/explosives,2009,1144.0,18.5,New South Wales,Unknown
Property damage and environmental pollution,2009,6909.0,111.6,New South Wales,Unknown
Public order offences,2009,16269.0,262.8,New South Wales,Unknown
Offences against justice,2009,7424.0,119.9,New South Wales,Unknown
Miscellaneous offences,2009,7439.0,120.1,New South Wales,Unknown
Homicide and related offences,2010,324.0,5.2,New South Wales,Unknown
Acts intended to cause injury,2010,28390.0,453.4,New South Wales,Unknown
Sexual assault and related offences,2010,1357.0,21.7,New South Wales,Unknown
Dangerous/negligent acts,2010,175.0,2.8,New South Wales,Unknown
Abduction/harassment,2010,896.0,14.3,New South Wales,Unknown
Robbery/extortion,2010,1374.0,21.9,New South Wales,Unknown
Unlawful entry with intent,2010,3063.0,48.9,New South Wales,Unknown
Theft,2010,23473.0,374.9,New South Wales,Unknown
Fraud/deception,2010,2482.0,39.6,New South Wales,Unknown
Illicit drug offences,2010,13169.0,210.3,New South Wales,Unknown
Weapons/explosives,2010,1244.0,19.9,New South Wales,Unknown
Property damage and environmental pollution,2010,6655.0,106.3,New South Wales,Unknown
Public order offences,2010,17297.0,276.2,New South Wales,Unknown
Offences against justice,2010,7382.0,117.9,New South Wales,Unknown
Miscellaneous offences,2010,9232.0,147.4,New South Wales,Unknown
Homicide and related offences,2011,260.0,4.1,New South Wales,Unknown
Acts intended to cause injury,2011,26375.0,416.6,New South Wales,Unknown
Sexual assault and related offences,2011,1436.0,22.7,New South Wales,Unknown
Dangerous/negligent acts,2011,102.0,1.6,New South Wales,Unknown
Abduction/harassment,2011,874.0,13.8,New South Wales,Unknown
Robbery/extortion,2011,1105.0,17.5,New South Wales,Unknown
Unlawful entry with intent,2011,2697.0,42.6,New South Wales,Unknown
Theft,2011,23466.0,370.7,New South Wales,Unknown
Fraud/deception,2011,2572.0,40.6,New South Wales,Unknown
Illicit drug offences,2011,13327.0,210.5,New South Wales,Unknown
Weapons/explosives,2011,1081.0,17.1,New South Wales,Unknown
Property damage and environmental pollution,2011,5713.0,90.2,New South Wales,Unknown
Public order offences,2011,14421.0,227.8,New South Wales,Unknown
Offences against justice,2011,6218.0,98.2,New South Wales,Unknown
Miscellaneous offences,2011,9738.0,153.8,New South Wales,Unknown
Homicide and related offences,2012,260.0,4.1,New South Wales,Unknown
Acts intended to cause injury,2012,26839.0,418.9,New South Wales,Unknown
Sexual assault and related offences,2012,1494.0,23.3,New South Wales,Unknown
Dangerous/negligent acts,2012,116.0,1.8,New South Wales,Unknown
Abduction/harassment,2012,861.0,13.4,New South Wales,Unknown
Robbery/extortion,2012,1126.0,17.6,New South Wales,Unknown
Unlawful entry with intent,2012,2537.0,39.6,New South Wales,Unknown
Theft,2012,24128.0,376.6,New South Wales,Unknown
Fraud/deception,2012,3365.0,52.5,New South Wales,Unknown
Illicit drug offences,2012,14464.0,225.7,New South Wales,Unknown
Weapons/explosives,2012,1257.0,19.6,New South Wales,Unknown
Property damage and environmental pollution,2012,5778.0,90.2,New South Wales,Unknown
Public order offences,2012,16057.0,250.6,New South Wales,Unknown
Offences against justice,2012,6775.0,105.7,New South Wales,Unknown
Miscellaneous offences,2012,11000.0,171.7,New South Wales,Unknown
Homicide and related offences,2013,233.0,3.6,New South Wales,Unknown
Acts intended to cause injury,2013,27800.0,428.1,New South Wales,Unknown
Sexual assault and related offences,2013,1809.0,27.9,New South Wales,Unknown
Dangerous/negligent acts,2013,307.0,4.7,New South Wales,Unknown
Abduction/harassment,2013,873.0,13.4,New South Wales,Unknown
Robbery/extortion,2013,966.0,14.9,New South Wales,Unknown
Unlawful entry with intent,2013,2486.0,38.3,New South Wales,Unknown
Theft,2013,10768.0,165.8,New South Wales,Unknown
Fare evasion,2013,17657.0,271.9,New South Wales,Unknown
Fraud/deception,2013,4144.0,63.8,New South Wales,Unknown
Illicit drug offences,2013,15756.0,242.6,New South Wales,Unknown
Weapons/explosives,2013,1348.0,20.8,New South Wales,Unknown
Property damage and environmental pollution,2013,5526.0,85.1,New South Wales,Unknown
Public order offences,2013,18010.0,277.4,New South Wales,Unknown
Offences against justice,2013,6762.0,104.1,New South Wales,Unknown
Miscellaneous offences,2013,6086.0,93.7,New South Wales,Unknown
Homicide and related offences,2014,245.0,3.7,New South Wales,Unknown
Acts intended to cause injury,2014,27784.0,421.9,New South Wales,Unknown
Sexual assault and related offences,2014,1849.0,28.1,New South Wales,Unknown
Dangerous/negligent acts,2014,294.0,4.5,New South Wales,Unknown
Abduction/harassment,2014,1056.0,16.0,New South Wales,Unknown
Robbery/extortion,2014,924.0,14.0,New South Wales,Unknown
Unlawful entry with intent,2014,2308.0,35.1,New South Wales,Unknown
Theft,2014,10144.0,154.1,New South Wales,Unknown
Fare evasion,2014,22851.0,347.0,New South Wales,Unknown
Fraud/deception,2014,4525.0,68.7,New South Wales,Unknown
Illicit drug offences,2014,16812.0,255.3,New South Wales,Unknown
Weapons/explosives,2014,1405.0,21.3,New South Wales,Unknown
Property damage and environmental pollution,2014,4892.0,74.3,New South Wales,Unknown
Public order offences,2014,17870.0,271.4,New South Wales,Unknown
Offences against justice,2014,5942.0,90.2,New South Wales,Unknown
Miscellaneous offences,2014,5591.0,84.9,New South Wales,Unknown
Homicide and related offences,2015,249.0,3.7,New South Wales,Unknown
Acts intended to cause injury,2015,29027.0,434.5,New South Wales,Unknown
Sexual assault and related offences,2015,2056.0,30.8,New South Wales,Unknown
Dangerous/negligent acts,2015,367.0,5.5,New South Wales,Unknown
Abduction/harassment,2015,1053.0,15.8,New South Wales,Unknown
Robbery/extortion,2015,809.0,12.1,New South Wales,Unknown
Unlawful entry with intent,2015,2373.0,35.5,New South Wales,Unknown
Theft,2015,10907.0,163.3,New South Wales,Unknown
Fare evasion,2015,23753.0,355.6,New South Wales,Unknown
Fraud/deception,2015,4220.0,63.2,New South Wales,Unknown
Illicit drug offences,2015,17591.0,263.3,New South Wales,Unknown
Weapons/explosives,2015,1665.0,24.9,New South Wales,Unknown
Property damage and environmental pollution,2015,4843.0,72.5,New South Wales,Unknown
Public order offences,2015,18106.0,271.1,New South Wales,Unknown
Offences against justice,2015,6169.0,92.4,New South Wales,Unknown
Miscellaneous offences,2015,5221.0,78.2,New South Wales,Unknown
Homicide and related offences,2016,236.0,3.5,New South Wales,Unknown
Acts intended to cause injury,2016,29496.0,434.3,New South Wales,Unknown
Sexual assault and related offences,2016,2210.0,32.5,New South Wales,Unknown
Dangerous/negligent acts,2016,452.0,6.7,New South Wales,Unknown
Abduction/harassment,2016,1037.0,15.3,New South Wales,Unknown
Robbery/extortion,2016,758.0,11.2,New South Wales,Unknown
Unlawful entry with intent,2016,2319.0,34.1,New South Wales,Unknown
Theft,2016,11182.0,164.6,New South Wales,Unknown
Fare evasion,2016,26280.0,386.9,New South Wales,Unknown
Fraud/deception,2016,3859.0,56.8,New South Wales,Unknown
Illicit drug offences,2016,17386.0,256.0,New South Wales,Unknown
Weapons/explosives,2016,1662.0,24.5,New South Wales,Unknown
Property damage and environmental pollution,2016,4689.0,69.0,New South Wales,Unknown
Public order offences,2016,17452.0,256.9,New South Wales,Unknown
Offences against justice,2016,5344.0,78.7,New South Wales,Unknown
Miscellaneous offences,2016,4419.0,65.1,New South Wales,Unknown
Homicide and related offences,2017,242.0,3.5,New South Wales,Unknown
Acts intended to cause injury,2017,29698.0,430.6,New South Wales,Unknown
Sexual assault and related offences,2017,2352.0,34.1,New South Wales,Unknown
Dangerous/negligent acts,2017,165.0,2.4,New South Wales,Unknown
Abduction/harassment,2017,993.0,14.4,New South Wales,Unknown
Robbery/extortion,2017,864.0,12.5,New South Wales,Unknown
Unlawful entry with intent,2017,2285.0,33.1,New South Wales,Unknown
Theft,2017,11176.0,162.0,New South Wales,Unknown
Fare evasion,2017,23509.0,340.8,New South Wales,Unknown
Fraud/deception,2017,4031.0,58.4,New South Wales,Unknown
Illicit drug offences,2017,17832.0,258.5,New South Wales,Unknown
Weapons/explosives,2017,1831.0,26.5,New South Wales,Unknown
Property damage and environmental pollution,2017,4492.0,65.1,New South Wales,Unknown
Public order offences,2017,15782.0,228.8,New South Wales,Unknown
Offences against justice,2017,5107.0,74.0,New South Wales,Unknown
Miscellaneous offences,2017,5902.0,85.6,New South Wales,Unknown
Homicide and related offences,2018,275.0,3.9,New South Wales,Unknown
Acts intended to cause injury,2018,31376.0,448.2,New South Wales,Unknown
Sexual assault and related offences,2018,2415.0,34.5,New South Wales,Unknown
Dangerous/negligent acts,2018,94.0,1.3,New South Wales,Unknown
Abduction/harassment,2018,984.0,14.1,New South Wales,Unknown
Robbery/extortion,2018,880.0,12.6,New South Wales,Unknown
Unlawful entry with intent,2018,2091.0,29.9,New South Wales,Unknown
Theft,2018,10786.0,154.1,New South Wales,Unknown
Fare evasion,2018,19793.0,282.7,New South Wales,Unknown
Fraud/deception,2018,4179.0,59.7,New South Wales,Unknown
Illicit drug offences,2018,17480.0,249.7,New South Wales,Unknown
Weapons/explosives,2018,2174.0,31.1,New South Wales,Unknown
Property damage and environmental pollution,2018,4219.0,60.3,New South Wales,Unknown
Public order offences,2018,13689.0,195.5,New South Wales,Unknown
Offences against justice,2018,5277.0,75.4,New South Wales,Unknown
Miscellaneous offences,2018,6293.0,89.9,New South Wales,Unknown
Homicide and related offences,2019,287.0,4.0,New South Wales,Unknown
Acts intended to cause injury,2019,32122.0,453.1,New South Wales,Unknown
Sexual assault and related offences,2019,2552.0,36.0,New South Wales,Unknown
Dangerous/negligent acts,2019,78.0,1.1,New South Wales,Unknown
Abduction/harassment,2019,1063.0,15.0,New South Wales,Unknown
Robbery/extortion,2019,950.0,13.4,New South Wales,Unknown
Unlawful entry with intent,2019,2256.0,31.8,New South Wales,Unknown
Theft,2019,10218.0,144.1,New South Wales,Unknown
