Offence,Year,Number,Rate,State,Sex
Miscellaneous offences,2011,42.0,4.0,Western Australia,Male
Homicide and related offences,2012,86.0,8.0,Western Australia,Male
Acts intended to cause injury,2012,5485.0,510.1,Western Australia,Male
Sexual assault and related offences,2012,625.0,58.1,Western Australia,Male
Dangerous/negligent acts,2012,59.0,5.5,Western Australia,Male
Abduction/harassment,2012,1131.0,105.2,Western Australia,Male
Robbery/extortion,2012,612.0,56.9,Western Australia,Male
Unlawful entry with intent,2012,1808.0,168.2,Western Australia,Male
Theft,2012,2717.0,252.7,Western Australia,Male
Fraud/deception,2012,750.0,69.8,Western Australia,Male
Illicit drug offences,2012,4806.0,447.0,Western Australia,Male
Weapons/explosives,2012,1024.0,95.2,Western Australia,Male
Property damage and environmental pollution,2012,1671.0,155.4,Western Australia,Male
Public order offences,2012,3665.0,340.9,Western Australia,Male
Offences against justice,2012,2620.0,243.7,Western Australia,Male
Miscellaneous offences,2012,34.0,3.2,Western Australia,Male
Homicide and related offences,2013,87.0,8.0,Western Australia,Male
Acts intended to cause injury,2013,4872.0,446.6,Western Australia,Male
Sexual assault and related offences,2013,724.0,66.4,Western Australia,Male
Dangerous/negligent acts,2013,52.0,4.8,Western Australia,Male
Abduction/harassment,2013,1082.0,99.2,Western Australia,Male
Robbery/extortion,2013,586.0,53.7,Western Australia,Male
Unlawful entry with intent,2013,1880.0,172.3,Western Australia,Male
Theft,2013,2325.0,213.1,Western Australia,Male
Fraud/deception,2013,1442.0,132.2,Western Australia,Male
Illicit drug offences,2013,5805.0,532.1,Western Australia,Male
Weapons/explosives,2013,1049.0,96.2,Western Australia,Male
Property damage and environmental pollution,2013,1454.0,133.3,Western Australia,Male
Public order offences,2013,3166.0,290.2,Western Australia,Male
Offences against justice,2013,2560.0,234.7,Western Australia,Male
Miscellaneous offences,2013,62.0,5.7,Western Australia,Male
Homicide and related offences,2014,70.0,6.4,Western Australia,Male
Acts intended to cause injury,2014,5085.0,462.6,Western Australia,Male
Sexual assault and related offences,2014,724.0,65.9,Western Australia,Male
Dangerous/negligent acts,2014,97.0,8.8,Western Australia,Male
Abduction/harassment,2014,1196.0,108.8,Western Australia,Male
Robbery/extortion,2014,635.0,57.8,Western Australia,Male
Unlawful entry with intent,2014,1843.0,167.7,Western Australia,Male
Theft,2014,2557.0,232.6,Western Australia,Male
Fraud/deception,2014,1492.0,135.7,Western Australia,Male
Illicit drug offences,2014,6850.0,623.2,Western Australia,Male
Weapons/explosives,2014,1394.0,126.8,Western Australia,Male
Property damage and environmental pollution,2014,1477.0,134.4,Western Australia,Male
Public order offences,2014,2773.0,252.3,Western Australia,Male
Offences against justice,2014,2643.0,240.4,Western Australia,Male
Miscellaneous offences,2014,92.0,8.4,Western Australia,Male
Homicide and related offences,2015,80.0,7.2,Western Australia,Male
Acts intended to cause injury,2015,5534.0,501.1,Western Australia,Male
Sexual assault and related offences,2015,800.0,72.4,Western Australia,Male
Dangerous/negligent acts,2015,97.0,8.8,Western Australia,Male
Abduction/harassment,2015,1342.0,121.5,Western Australia,Male
Robbery/extortion,2015,632.0,57.2,Western Australia,Male
Unlawful entry with intent,2015,1903.0,172.3,Western Australia,Male
Theft,2015,2987.0,270.5,Western Australia,Male
Fraud/deception,2015,858.0,77.7,Western Australia,Male
Illicit drug offences,2015,7415.0,671.4,Western Australia,Male
Weapons/explosives,2015,1489.0,134.8,Western Australia,Male
Property damage and environmental pollution,2015,1468.0,132.9,Western Australia,Male
Public order offences,2015,2021.0,183.0,Western Australia,Male
Offences against justice,2015,2700.0,244.5,Western Australia,Male
Miscellaneous offences,2015,88.0,8.0,Western Australia,Male
Homicide and related offences,2016,73.0,6.6,Western Australia,Male
Acts intended to cause injury,2016,6311.0,567.6,Western Australia,Male
Sexual assault and related offences,2016,819.0,73.7,Western Australia,Male
Dangerous/negligent acts,2016,80.0,7.2,Western Australia,Male
Abduction/harassment,2016,1355.0,121.9,Western Australia,Male
Robbery/extortion,2016,724.0,65.1,Western Australia,Male
Unlawful entry with intent,2016,1834.0,164.9,Western Australia,Male
Theft,2016,3011.0,270.8,Western Australia,Male
Fraud/deception,2016,936.0,84.2,Western Australia,Male
Illicit drug offences,2016,7498.0,674.4,Western Australia,Male
Weapons/explosives,2016,1589.0,142.9,Western Australia,Male
Property damage and environmental pollution,2016,1575.0,141.7,Western Australia,Male
Public order offences,2016,2029.0,182.5,Western Australia,Male
Offences against justice,2016,2598.0,233.7,Western Australia,Male
Miscellaneous offences,2016,91.0,8.2,Western Australia,Male
Homicide and related offences,2017,70.0,6.2,Western Australia,Male
Acts intended to cause injury,2017,5904.0,525.1,Western Australia,Male
Sexual assault and related offences,2017,1026.0,91.3,Western Australia,Male
Dangerous/negligent acts,2017,106.0,9.4,Western Australia,Male
Abduction/harassment,2017,775.0,68.9,Western Australia,Male
Robbery/extortion,2017,451.0,40.1,Western Australia,Male
Unlawful entry with intent,2017,1901.0,169.1,Western Australia,Male
Theft,2017,2943.0,261.8,Western Australia,Male
Fraud/deception,2017,1344.0,119.5,Western Australia,Male
Illicit drug offences,2017,6758.0,601.1,Western Australia,Male
Weapons/explosives,2017,1893.0,168.4,Western Australia,Male
Property damage and environmental pollution,2017,1484.0,132.0,Western Australia,Male
Public order offences,2017,2001.0,178.0,Western Australia,Male
Offences against justice,2017,3076.0,273.6,Western Australia,Male
Miscellaneous offences,2017,140.0,12.5,Western Australia,Male
Homicide and related offences,2018,82.0,7.2,Western Australia,Male
Acts intended to cause injury,2018,5591.0,489.9,Western Australia,Male
Sexual assault and related offences,2018,1093.0,95.8,Western Australia,Male
Dangerous/negligent acts,2018,107.0,9.4,Western Australia,Male
Abduction/harassment,2018,709.0,62.1,Western Australia,Male
Robbery/extortion,2018,496.0,43.5,Western Australia,Male
Unlawful entry with intent,2018,1704.0,149.3,Western Australia,Male
Theft,2018,2827.0,247.7,Western Australia,Male
Fraud/deception,2018,1303.0,114.2,Western Australia,Male
Illicit drug offences,2018,6146.0,538.5,Western Australia,Male
Weapons/explosives,2018,2080.0,182.3,Western Australia,Male
Property damage and environmental pollution,2018,1447.0,126.8,Western Australia,Male
Public order offences,2018,1664.0,145.8,Western Australia,Male
Offences against justice,2018,3140.0,275.1,Western Australia,Male
Miscellaneous offences,2018,136.0,11.9,Western Australia,Male
Homicide and related offences,2019,67.0,5.8,Western Australia,Male
Acts intended to cause injury,2019,5434.0,466.4,Western Australia,Male
Sexual assault and related offences,2019,1116.0,95.8,Western Australia,Male
Dangerous/negligent acts,2019,135.0,11.6,Western Australia,Male
Abduction/harassment,2019,660.0,56.6,Western Australia,Male
Robbery/extortion,2019,594.0,51.0,Western Australia,Male
Unlawful entry with intent,2019,1653.0,141.9,Western Australia,Male
Theft,2019,2502.0,214.8,Western Australia,Male
Fraud/deception,2019,1153.0,99.0,Western Australia,Male
Illicit drug offences,2019,5908.0,507.1,Western Australia,Male
Weapons/explosives,2019,1609.0,138.1,Western Australia,Male
Property damage and environmental pollution,2019,1355.0,116.3,Western Australia,Male
Public order offences,2019,1577.0,135.4,Western Australia,Male
Offences against justice,2019,3218.0,276.2,Western Australia,Male
Miscellaneous offences,2019,342.0,29.4,Western Australia,Male
Homicide and related offences,2020,79.0,6.7,Western Australia,Male
Acts intended to cause injury,2020,5570.0,470.0,Western Australia,Male
Sexual assault and related offences,2020,1174.0,99.1,Western Australia,Male
Dangerous/negligent acts,2020,170.0,14.3,Western Australia,Male
Abduction/harassment,2020,719.0,60.7,Western Australia,Male
Robbery/extortion,2020,451.0,38.1,Western Australia,Male
Unlawful entry with intent,2020,1379.0,116.4,Western Australia,Male
Theft,2020,2055.0,173.4,Western Australia,Male
Fraud/deception,2020,851.0,71.8,Western Australia,Male
Illicit drug offences,2020,5053.0,426.3,Western Australia,Male
Weapons/explosives,2020,1273.0,107.4,Western Australia,Male
Property damage and environmental pollution,2020,1390.0,117.3,Western Australia,Male
Public order offences,2020,1746.0,147.3,Western Australia,Male
Offences against justice,2020,3209.0,270.8,Western Australia,Male
Miscellaneous offences,2020,675.0,57.0,Western Australia,Male
Homicide and related offences,2021,58.0,4.8,Western Australia,Male
Acts intended to cause injury,2021,5416.0,450.3,Western Australia,Male
Sexual assault and related offences,2021,1189.0,98.9,Western Australia,Male
Dangerous/negligent acts,2021,133.0,11.1,Western Australia,Male
Abduction/harassment,2021,768.0,63.9,Western Australia,Male
Robbery/extortion,2021,569.0,47.3,Western Australia,Male
Unlawful entry with intent,2021,1531.0,127.3,Western Australia,Male
Theft,2021,2158.0,179.4,Western Australia,Male
Fraud/deception,2021,772.0,64.2,Western Australia,Male
Illicit drug offences,2021,4124.0,342.9,Western Australia,Male
Weapons/explosives,2021,1148.0,95.4,Western Australia,Male
Property damage and environmental pollution,2021,1305.0,108.5,Western Australia,Male
Public order offences,2021,1859.0,154.6,Western Australia,Male
Offences against justice,2021,2967.0,246.7,Western Australia,Male
Miscellaneous offences,2021,954.0,79.3,Western Australia,Male
Homicide and related offences,2022,66.0,5.3,Western Australia,Male
Acts intended to cause injury,2022,6034.0,487.9,Western Australia,Male
Sexual assault and related offences,2022,1274.0,103.0,Western Australia,Male
Dangerous/negligent acts,2022,133.0,10.8,Western Australia,Male
Abduction/harassment,2022,859.0,69.5,Western Australia,Male
Robbery/extortion,2022,606.0,49.0,Western Australia,Male
Unlawful entry with intent,2022,1727.0,139.6,Western Australia,Male
Theft,2022,2421.0,195.8,Western Australia,Male
Fraud/deception,2022,860.0,69.5,Western Australia,Male
Illicit drug offences,2022,4130.0,333.9,Western Australia,Male
Weapons/explosives,2022,1274.0,103.0,Western Australia,Male
Property damage and environmental pollution,2022,1306.0,105.6,Western Australia,Male
Public order offences,2022,2083.0,168.4,Western Australia,Male
Offences against justice,2022,3194.0,258.3,Western Australia,Male
Miscellaneous offences,2022,254.0,20.5,Western Australia,Male
Homicide and related offences,2023,75.0,5.8,Western Australia,Male
Acts intended to cause injury,2023,7295.0,566.6,Western Australia,Male
Sexual assault and related offences,2023,1345.0,104.5,Western Australia,Male
Dangerous/negligent acts,2023,125.0,9.7,Western Australia,Male
Abduction/harassment,2023,1060.0,82.3,Western Australia,Male
Robbery/extortion,2023,627.0,48.7,Western Australia,Male
Unlawful entry with intent,2023,1665.0,129.3,Western Australia,Male
Theft,2023,2798.0,217.3,Western Australia,Male
Fraud/deception,2023,915.0,71.1,Western Australia,Male
Illicit drug offences,2023,3974.0,308.7,Western Australia,Male
Weapons/explosives,2023,1383.0,107.4,Western Australia,Male
Property damage and environmental pollution,2023,1251.0,97.2,Western Australia,Male
Public order offences,2023,1891.0,146.9,Western Australia,Male
Offences against justice,2023,3372.0,261.9,Western Australia,Male
Miscellaneous offences,2023,300.0,23.3,Western Australia,Male
Homicide and related offences,2024,53.0,4.0,Western Australia,Male
Acts intended to cause injury,2024,8199.0,615.6,Western Australia,Male
Sexual assault and related offences,2024,1572.0,118.0,Western Australia,Male
Dangerous/negligent acts,2024,206.0,15.5,Western Australia,Male
Abduction/harassment,2024,1303.0,97.8,Western Australia,Male
Robbery/extortion,2024,664.0,49.9,Western Australia,Male
Unlawful entry with intent,2024,1583.0,118.9,Western Australia,Male
Theft,2024,3004.0,225.6,Western Australia,Male
Fraud/deception,2024,927.0,69.6,Western Australia,Male
Illicit drug offences,2024,4103.0,308.1,Western Australia,Male
Weapons/explosives,2024,1805.0,135.5,Western Australia,Male
Property damage and environmental pollution,2024,1208.0,90.7,Western Australia,Male
Public order offences,2024,1893.0,142.1,Western Australia,Male
Offences against justice,2024,3669.0,275.5,Western Australia,Male
Miscellaneous offences,2024,310.0,23.3,Western Australia,Male
Homicide and related offences,2008,11.0,1.2,Western Australia,Female
Acts intended to cause injury,2008,2223.0,232.7,Western Australia,Female
Sexual assault and related offences,2008,20.0,2.1,Western Australia,Female
Dangerous/negligent acts,2008,0.0,0.0,Western Australia,Female
Abduction/harassment,2008,306.0,32.0,Western Australia,Female
Robbery/extortion,2008,137.0,14.3,Western Australia,Female
Unlawful entry with intent,2008,368.0,38.5,Western Australia,Female
Theft,2008,2448.0,256.2,Western Australia,Female
Fraud/deception,2008,677.0,70.9,Western Australia,Female
Illicit drug offences,2008,1484.0,155.3,Western Australia,Female
Weapons/explosives,2008,127.0,13.3,Western Australia,Female
Property damage and environmental pollution,2008,527.0,55.2,Western Australia,Female
Public order offences,2008,1394.0,145.9,Western Australia,Female
Offences against justice,2008,567.0,59.3,Western Australia,Female
Miscellaneous offences,2008,5.0,0.5,Western Australia,Female
Homicide and related offences,2009,19.0,1.9,Western Australia,Female
Acts intended to cause injury,2009,2254.0,230.0,Western Australia,Female
Sexual assault and related offences,2009,22.0,2.2,Western Australia,Female
Dangerous/negligent acts,2009,8.0,0.8,Western Australia,Female
Abduction/harassment,2009,339.0,34.6,Western Australia,Female
Robbery/extortion,2009,132.0,13.5,Western Australia,Female
Unlawful entry with intent,2009,405.0,41.3,Western Australia,Female
Theft,2009,2945.0,300.5,Western Australia,Female
Fraud/deception,2009,586.0,59.8,Western Australia,Female
Illicit drug offences,2009,1538.0,156.9,Western Australia,Female
Weapons/explosives,2009,111.0,11.3,Western Australia,Female
Property damage and environmental pollution,2009,480.0,49.0,Western Australia,Female
Public order offences,2009,1444.0,147.4,Western Australia,Female
Offences against justice,2009,618.0,63.1,Western Australia,Female
Miscellaneous offences,2009,0.0,0.0,Western Australia,Female
Homicide and related offences,2010,25.0,2.5,Western Australia,Female
Acts intended to cause injury,2010,2271.0,226.1,Western Australia,Female
Sexual assault and related offences,2010,25.0,2.5,Western Australia,Female
Dangerous/negligent acts,2010,18.0,1.8,Western Australia,Female
Abduction/harassment,2010,287.0,28.6,Western Australia,Female
Robbery/extortion,2010,146.0,14.5,Western Australia,Female
Unlawful entry with intent,2010,366.0,36.4,Western Australia,Female
Theft,2010,2587.0,257.5,Western Australia,Female
Fraud/deception,2010,635.0,63.2,Western Australia,Female
Illicit drug offences,2010,1279.0,127.3,Western Australia,Female
Weapons/explosives,2010,111.0,11.1,Western Australia,Female
Property damage and environmental pollution,2010,530.0,52.8,Western Australia,Female
Public order offences,2010,1180.0,117.5,Western Australia,Female
Offences against justice,2010,481.0,47.9,Western Australia,Female
Miscellaneous offences,2010,11.0,1.1,Western Australia,Female
Homicide and related offences,2011,11.0,1.1,Western Australia,Female
Acts intended to cause injury,2011,1874.0,181.5,Western Australia,Female
Sexual assault and related offences,2011,26.0,2.5,Western Australia,Female
Dangerous/negligent acts,2011,9.0,0.9,Western Australia,Female
Abduction/harassment,2011,252.0,24.4,Western Australia,Female
Robbery/extortion,2011,138.0,13.4,Western Australia,Female
Unlawful entry with intent,2011,387.0,37.5,Western Australia,Female
Theft,2011,2358.0,228.4,Western Australia,Female
Fraud/deception,2011,486.0,47.1,Western Australia,Female
Illicit drug offences,2011,1423.0,137.8,Western Australia,Female
Weapons/explosives,2011,121.0,11.7,Western Australia,Female
Property damage and environmental pollution,2011,420.0,40.7,Western Australia,Female
Public order offences,2011,1084.0,105.0,Western Australia,Female
Offences against justice,2011,607.0,58.8,Western Australia,Female
Miscellaneous offences,2011,3.0,0.3,Western Australia,Female
Homicide and related offences,2012,19.0,1.8,Western Australia,Female
Acts intended to cause injury,2012,1748.0,164.8,Western Australia,Female
Sexual assault and related offences,2012,26.0,2.5,Western Australia,Female
Dangerous/negligent acts,2012,9.0,0.8,Western Australia,Female
Abduction/harassment,2012,299.0,28.2,Western Australia,Female
Robbery/extortion,2012,132.0,12.4,Western Australia,Female
Unlawful entry with intent,2012,351.0,33.1,Western Australia,Female
Theft,2012,2019.0,190.4,Western Australia,Female
Fraud/deception,2012,495.0,46.7,Western Australia,Female
Illicit drug offences,2012,1576.0,148.6,Western Australia,Female
Weapons/explosives,2012,138.0,13.0,Western Australia,Female
Property damage and environmental pollution,2012,451.0,42.5,Western Australia,Female
Public order offences,2012,1201.0,113.2,Western Australia,Female
Offences against justice,2012,638.0,60.2,Western Australia,Female
Miscellaneous offences,2012,4.0,0.4,Western Australia,Female
Homicide and related offences,2013,18.0,1.7,Western Australia,Female
Acts intended to cause injury,2013,1504.0,139.2,Western Australia,Female
Sexual assault and related offences,2013,46.0,4.3,Western Australia,Female
Dangerous/negligent acts,2013,21.0,1.9,Western Australia,Female
Abduction/harassment,2013,302.0,27.9,Western Australia,Female
Robbery/extortion,2013,150.0,13.9,Western Australia,Female
Unlawful entry with intent,2013,351.0,32.5,Western Australia,Female
Theft,2013,1466.0,135.7,Western Australia,Female
Fraud/deception,2013,748.0,69.2,Western Australia,Female
Illicit drug offences,2013,1751.0,162.0,Western Australia,Female
Weapons/explosives,2013,173.0,16.0,Western Australia,Female
Property damage and environmental pollution,2013,367.0,34.0,Western Australia,Female
Public order offences,2013,1114.0,103.1,Western Australia,Female
Offences against justice,2013,565.0,52.3,Western Australia,Female
Miscellaneous offences,2013,8.0,0.7,Western Australia,Female
Homicide and related offences,2014,25.0,2.3,Western Australia,Female
Acts intended to cause injury,2014,1541.0,141.1,Western Australia,Female
Sexual assault and related offences,2014,33.0,3.0,Western Australia,Female
Dangerous/negligent acts,2014,20.0,1.8,Western Australia,Female
Abduction/harassment,2014,288.0,26.4,Western Australia,Female
Robbery/extortion,2014,114.0,10.4,Western Australia,Female
Unlawful entry with intent,2014,380.0,34.8,Western Australia,Female
Theft,2014,1559.0,142.7,Western Australia,Female
Fraud/deception,2014,809.0,74.1,Western Australia,Female
Illicit drug offences,2014,2267.0,207.5,Western Australia,Female
Weapons/explosives,2014,244.0,22.3,Western Australia,Female
Property damage and environmental pollution,2014,406.0,37.2,Western Australia,Female
Public order offences,2014,1046.0,95.8,Western Australia,Female
Offences against justice,2014,688.0,63.0,Western Australia,Female
Miscellaneous offences,2014,18.0,1.6,Western Australia,Female
Homicide and related offences,2015,16.0,1.5,Western Australia,Female
Acts intended to cause injury,2015,1712.0,155.3,Western Australia,Female
Sexual assault and related offences,2015,48.0,4.4,Western Australia,Female
Dangerous/negligent acts,2015,38.0,3.4,Western Australia,Female
Abduction/harassment,2015,327.0,29.7,Western Australia,Female
Robbery/extortion,2015,141.0,12.8,Western Australia,Female
Unlawful entry with intent,2015,394.0,35.7,Western Australia,Female
Theft,2015,2145.0,194.6,Western Australia,Female
Fraud/deception,2015,627.0,56.9,Western Australia,Female
Illicit drug offences,2015,2646.0,240.1,Western Australia,Female
Weapons/explosives,2015,273.0,24.8,Western Australia,Female
Property damage and environmental pollution,2015,408.0,37.0,Western Australia,Female
Public order offences,2015,798.0,72.4,Western Australia,Female
Offences against justice,2015,679.0,61.6,Western Australia,Female
Miscellaneous offences,2015,21.0,1.9,Western Australia,Female
Homicide and related offences,2016,16.0,1.4,Western Australia,Female
Acts intended to cause injury,2016,1884.0,169.2,Western Australia,Female
Sexual assault and related offences,2016,29.0,2.6,Western Australia,Female
Dangerous/negligent acts,2016,28.0,2.5,Western Australia,Female
Abduction/harassment,2016,378.0,34.0,Western Australia,Female
Robbery/extortion,2016,134.0,12.0,Western Australia,Female
Unlawful entry with intent,2016,467.0,41.9,Western Australia,Female
Theft,2016,2201.0,197.7,Western Australia,Female
Fraud/deception,2016,669.0,60.1,Western Australia,Female
Illicit drug offences,2016,2809.0,252.3,Western Australia,Female
Weapons/explosives,2016,321.0,28.8,Western Australia,Female
Property damage and environmental pollution,2016,439.0,39.4,Western Australia,Female
Public order offences,2016,915.0,82.2,Western Australia,Female
Offences against justice,2016,678.0,60.9,Western Australia,Female
Miscellaneous offences,2016,15.0,1.3,Western Australia,Female
Homicide and related offences,2017,17.0,1.5,Western Australia,Female
Acts intended to cause injury,2017,2018.0,178.7,Western Australia,Female
Sexual assault and related offences,2017,47.0,4.2,Western Australia,Female
Dangerous/negligent acts,2017,34.0,3.0,Western Australia,Female
Abduction/harassment,2017,126.0,11.2,Western Australia,Female
Robbery/extortion,2017,117.0,10.4,Western Australia,Female
Unlawful entry with intent,2017,448.0,39.7,Western Australia,Female
Theft,2017,2333.0,206.6,Western Australia,Female
Fraud/deception,2017,813.0,72.0,Western Australia,Female
Illicit drug offences,2017,2632.0,233.1,Western Australia,Female
Weapons/explosives,2017,410.0,36.3,Western Australia,Female
Property damage and environmental pollution,2017,442.0,39.1,Western Australia,Female
Public order offences,2017,794.0,70.3,Western Australia,Female
Offences against justice,2017,1033.0,91.5,Western Australia,Female
Miscellaneous offences,2017,43.0,3.8,Western Australia,Female
Homicide and related offences,2018,26.0,2.3,Western Australia,Female
Acts intended to cause injury,2018,1854.0,161.6,Western Australia,Female
Sexual assault and related offences,2018,56.0,4.9,Western Australia,Female
Dangerous/negligent acts,2018,53.0,4.6,Western Australia,Female
Abduction/harassment,2018,134.0,11.7,Western Australia,Female
Robbery/extortion,2018,151.0,13.2,Western Australia,Female
Unlawful entry with intent,2018,427.0,37.2,Western Australia,Female
Theft,2018,2267.0,197.5,Western Australia,Female
Fraud/deception,2018,724.0,63.1,Western Australia,Female
Illicit drug offences,2018,2450.0,213.5,Western Australia,Female
Weapons/explosives,2018,373.0,32.5,Western Australia,Female
Property damage and environmental pollution,2018,430.0,37.5,Western Australia,Female
Public order offences,2018,697.0,60.7,Western Australia,Female
Offences against justice,2018,1017.0,88.6,Western Australia,Female
Miscellaneous offences,2018,60.0,5.2,Western Australia,Female
Homicide and related offences,2019,17.0,1.4,Western Australia,Female
Acts intended to cause injury,2019,1786.0,152.2,Western Australia,Female
Sexual assault and related offences,2019,67.0,5.7,Western Australia,Female
Dangerous/negligent acts,2019,36.0,3.1,Western Australia,Female
Abduction/harassment,2019,136.0,11.6,Western Australia,Female
Robbery/extortion,2019,162.0,13.8,Western Australia,Female
Unlawful entry with intent,2019,409.0,34.8,Western Australia,Female
Theft,2019,1902.0,162.1,Western Australia,Female
Fraud/deception,2019,655.0,55.8,Western Australia,Female
Illicit drug offences,2019,2442.0,208.1,Western Australia,Female
Weapons/explosives,2019,320.0,27.3,Western Australia,Female
Property damage and environmental pollution,2019,422.0,36.0,Western Australia,Female
Public order offences,2019,696.0,59.3,Western Australia,Female
Offences against justice,2019,892.0,76.0,Western Australia,Female
Miscellaneous offences,2019,158.0,13.5,Western Australia,Female
Homicide and related offences,2020,10.0,0.8,Western Australia,Female
Acts intended to cause injury,2020,1888.0,158.2,Western Australia,Female
Sexual assault and related offences,2020,60.0,5.0,Western Australia,Female
Dangerous/negligent acts,2020,52.0,4.4,Western Australia,Female
Abduction/harassment,2020,133.0,11.1,Western Australia,Female
Robbery/extortion,2020,116.0,9.7,Western Australia,Female
Unlawful entry with intent,2020,327.0,27.4,Western Australia,Female
Theft,2020,1658.0,138.9,Western Australia,Female
Fraud/deception,2020,440.0,36.9,Western Australia,Female
Illicit drug offences,2020,2181.0,182.7,Western Australia,Female
Weapons/explosives,2020,268.0,22.5,Western Australia,Female
Property damage and environmental pollution,2020,397.0,33.3,Western Australia,Female
Public order offences,2020,705.0,59.1,Western Australia,Female
Offences against justice,2020,931.0,78.0,Western Australia,Female
Miscellaneous offences,2020,344.0,28.8,Western Australia,Female
Homicide and related offences,2021,14.0,1.2,Western Australia,Female
Acts intended to cause injury,2021,1997.0,165.2,Western Australia,Female
Sexual assault and related offences,2021,75.0,6.2,Western Australia,Female
Dangerous/negligent acts,2021,50.0,4.1,Western Australia,Female
Abduction/harassment,2021,155.0,12.8,Western Australia,Female
Robbery/extortion,2021,154.0,12.7,Western Australia,Female
Unlawful entry with intent,2021,410.0,33.9,Western Australia,Female
Theft,2021,1713.0,141.7,Western Australia,Female
Fraud/deception,2021,486.0,40.2,Western Australia,Female
Illicit drug offences,2021,1706.0,141.1,Western Australia,Female
Weapons/explosives,2021,195.0,16.1,Western Australia,Female
Property damage and environmental pollution,2021,445.0,36.8,Western Australia,Female
Public order offences,2021,654.0,54.1,Western Australia,Female
Offences against justice,2021,986.0,81.5,Western Australia,Female
Miscellaneous offences,2021,394.0,32.6,Western Australia,Female
Homicide and related offences,2022,19.0,1.5,Western Australia,Female
Acts intended to cause injury,2022,2307.0,185.9,Western Australia,Female
Sexual assault and related offences,2022,97.0,7.8,Western Australia,Female
Dangerous/negligent acts,2022,53.0,4.3,Western Australia,Female
Abduction/harassment,2022,179.0,14.4,Western Australia,Female
Robbery/extortion,2022,186.0,15.0,Western Australia,Female
Unlawful entry with intent,2022,481.0,38.8,Western Australia,Female
Theft,2022,2097.0,169.0,Western Australia,Female
Fraud/deception,2022,569.0,45.9,Western Australia,Female
Illicit drug offences,2022,1640.0,132.2,Western Australia,Female
Weapons/explosives,2022,274.0,22.1,Western Australia,Female
Property damage and environmental pollution,2022,366.0,29.5,Western Australia,Female
Public order offences,2022,828.0,66.7,Western Australia,Female
Offences against justice,2022,1003.0,80.8,Western Australia,Female
Miscellaneous offences,2022,100.0,8.1,Western Australia,Female
Homicide and related offences,2023,17.0,1.3,Western Australia,Female
Acts intended to cause injury,2023,2753.0,214.0,Western Australia,Female
Sexual assault and related offences,2023,84.0,6.5,Western Australia,Female
Dangerous/negligent acts,2023,43.0,3.3,Western Australia,Female
Abduction/harassment,2023,253.0,19.7,Western Australia,Female
Robbery/extortion,2023,166.0,12.9,Western Australia,Female
Unlawful entry with intent,2023,473.0,36.8,Western Australia,Female
Theft,2023,2346.0,182.4,Western Australia,Female
Fraud/deception,2023,583.0,45.3,Western Australia,Female
Illicit drug offences,2023,1688.0,131.2,Western Australia,Female
Weapons/explosives,2023,272.0,21.1,Western Australia,Female
Property damage and environmental pollution,2023,414.0,32.2,Western Australia,Female
Public order offences,2023,738.0,57.4,Western Australia,Female
Offences against justice,2023,1041.0,80.9,Western Australia,Female
Miscellaneous offences,2023,121.0,9.4,Western Australia,Female
Homicide and related offences,2024,22.0,1.7,Western Australia,Female
Acts intended to cause injury,2024,2991.0,225.9,Western Australia,Female
Sexual assault and related offences,2024,77.0,5.8,Western Australia,Female
Dangerous/negligent acts,2024,66.0,5.0,Western Australia,Female
Abduction/harassment,2024,323.0,24.4,Western Australia,Female
Robbery/extortion,2024,189.0,14.3,Western Australia,Female
Unlawful entry with intent,2024,464.0,35.0,Western Australia,Female
Theft,2024,2625.0,198.3,Western Australia,Female
Fraud/deception,2024,568.0,42.9,Western Australia,Female
Illicit drug offences,2024,1699.0,128.3,Western Australia,Female
Weapons/explosives,2024,356.0,26.9,Western Australia,Female
Property damage and environmental pollution,2024,457.0,34.5,Western Australia,Female
Public order offences,2024,685.0,51.7,Western Australia,Female
Offences against justice,2024,1248.0,94.3,Western Australia,Female
Miscellaneous offences,2024,123.0,9.3,Western Australia,Female
Homicide and related offences,2008,70.0,3.6,Western Australia,Unknown
Acts intended to cause injury,2008,9627.0,500.7,Western Australia,Unknown
Sexual assault and related offences,2008,844.0,43.9,Western Australia,Unknown
Dangerous/negligent acts,2008,42.0,2.2,Western Australia,Unknown
Abduction/harassment,2008,1684.0,87.6,Western Australia,Unknown
Homicide and related offences,2009,111.0,5.6,Western Australia,Unknown
Acts intended to cause injury,2009,9432.0,478.6,Western Australia,Unknown
Sexual assault and related offences,2009,890.0,45.2,Western Australia,Unknown
Dangerous/negligent acts,2009,67.0,3.4,Western Australia,Unknown
Abduction/harassment,2009,1721.0,87.3,Western Australia,Unknown
Homicide and related offences,2010,121.0,6.0,Western Australia,Unknown
Acts intended to cause injury,2010,9080.0,449.6,Western Australia,Unknown
Sexual assault and related offences,2010,763.0,37.8,Western Australia,Unknown
Dangerous/negligent acts,2010,57.0,2.8,Western Australia,Unknown
Abduction/harassment,2010,1477.0,73.1,Western Australia,Unknown
Homicide and related offences,2011,86.0,4.1,Western Australia,Unknown
Acts intended to cause injury,2011,7768.0,374.0,Western Australia,Unknown
Sexual assault and related offences,2011,686.0,33.0,Western Australia,Unknown
Dangerous/negligent acts,2011,43.0,2.1,Western Australia,Unknown
